Anno;Mese;Cerchia;Incidenti;Morti;Feriti
2006;12;Dalle Mura Spagnole alla Nuova Circonvallazione;348;3;470
2006;12;Dalla Nuova Circonvallazione ai confini del Comune;751;4;1014
2006;12;Senza indicazioni;56;0;73
2007;1;Entro la Cerchia dei Navigli;41;0;50
2007;1;Dalla Cerchia dei Navigli alle Mura Spagnole;81;0;104
2007;1;Dalle Mura Spagnole alla Nuova Circonvallazione;312;1;405
2007;1;Dalla Nuova Circonvallazione ai confini del Comune;636;3;858
2007;1;Senza indicazioni;53;0;62
2007;2;Entro la Cerchia dei Navigli;32;0;33
2007;2;Dalla Cerchia dei Navigli alle Mura Spagnole;63;0;76
2007;2;Dalle Mura Spagnole alla Nuova Circonvallazione;321;1;436
2007;2;Dalla Nuova Circonvallazione ai confini del Comune;606;6;867
2007;2;Senza indicazioni;36;1;51
2007;3;Entro la Cerchia dei Navigli;39;0;50
2007;3;Dalla Cerchia dei Navigli alle Mura Spagnole;83;1;98
2007;3;Dalle Mura Spagnole alla Nuova Circonvallazione;347;3;464
2007;3;Dalla Nuova Circonvallazione ai confini del Comune;743;8;988
2007;3;Senza indicazioni;59;0;75
2007;4;Entro la Cerchia dei Navigli;26;0;41
2007;4;Dalla Cerchia dei Navigli alle Mura Spagnole;54;1;67
2007;4;Dalle Mura Spagnole alla Nuova Circonvallazione;328;1;447
2007;4;Dalla Nuova Circonvallazione ai confini del Comune;731;4;1027
2007;4;Senza indicazioni;52;0;61
2007;5;Entro la Cerchia dei Navigli;39;0;52
2007;5;Dalla Cerchia dei Navigli alle Mura Spagnole;93;0;120
2007;5;Dalle Mura Spagnole alla Nuova Circonvallazione;389;3;496
2007;5;Dalla Nuova Circonvallazione ai confini del Comune;803;3;1099
2007;5;Senza indicazioni;60;0;77
2007;6;Entro la Cerchia dei Navigli;29;0;43
2007;6;Dalla Cerchia dei Navigli alle Mura Spagnole;89;2;108
2007;6;Dalle Mura Spagnole alla Nuova Circonvallazione;385;2;507
2007;6;Dalla Nuova Circonvallazione ai confini del Comune;757;3;1044
2007;6;Senza indicazioni;55;1;76
2007;7;Entro la Cerchia dei Navigli;38;0;47
2007;7;Dalla Cerchia dei Navigli alle Mura Spagnole;84;0;102
2007;7;Dalle Mura Spagnole alla Nuova Circonvallazione;342;3;447
2007;7;Dalla Nuova Circonvallazione ai confini del Comune;832;6;1149
2007;7;Senza indicazioni;40;0;52
2007;8;Entro la Cerchia dei Navigli;21;0;24
2007;8;Dalla Cerchia dei Navigli alle Mura Spagnole;26;0;36
2007;8;Dalle Mura Spagnole alla Nuova Circonvallazione;167;0;238
2007;8;Dalla Nuova Circonvallazione ai confini del Comune;398;7;551
2007;8;Senza indicazioni;26;0;35
2007;9;Entro la Cerchia dei Navigli;42;0;50
2007;9;Dalla Cerchia dei Navigli alle Mura Spagnole;79;0;96
2007;9;Dalle Mura Spagnole alla Nuova Circonvallazione;345;0;436
2007;9;Dalla Nuova Circonvallazione ai confini del Comune;794;4;1077
2007;9;Senza indicazioni;47;0;56
2007;10;Entro la Cerchia dei Navigli;45;0;56
2007;10;Dalla Cerchia dei Navigli alle Mura Spagnole;88;0;115
2007;10;Dalle Mura Spagnole alla Nuova Circonvallazione;408;4;507
2007;10;Dalla Nuova Circonvallazione ai confini del Comune;784;5;1014
2007;10;Senza indicazioni;45;0;58
2007;11;Entro la Cerchia dei Navigli;31;0;33
2007;11;Dalla Cerchia dei Navigli alle Mura Spagnole;86;0;101
2007;11;Dalle Mura Spagnole alla Nuova Circonvallazione;376;1;530
2007;11;Dalla Nuova Circonvallazione ai confini del Comune;756;7;994
2007;11;Senza indicazioni;53;0;73
2007;12;Entro la Cerchia dei Navigli;42;0;52
2007;12;Dalla Cerchia dei Navigli alle Mura Spagnole;74;0;97
2007;12;Dalle Mura Spagnole alla Nuova Circonvallazione;283;1;381
2007;12;Dalla Nuova Circonvallazione ai confini del Comune;634;0;853
2007;12;Senza indicazioni;48;0;65
2008;1;Entro la Cerchia dei Navigli;23;1;31
2008;1;Dalla Cerchia dei Navigli alle Mura Spagnole;50;0;72
2008;1;Dalle Mura Spagnole alla Nuova Circonvallazione;263;1;363
2008;1;Dalla Nuova Circonvallazione ai confini del Comune;618;3;873
2008;1;Senza indicazioni;36;2;55
2008;2;Entro la Cerchia dei Navigli;24;0;28
2008;2;Dalla Cerchia dei Navigli alle Mura Spagnole;80;1;147
2008;2;Dalle Mura Spagnole alla Nuova Circonvallazione;298;1;379
2008;2;Dalla Nuova Circonvallazione ai confini del Comune;634;3;873
2008;2;Senza indicazioni;43;1;61
2008;3;Entro la Cerchia dei Navigli;47;0;63
2008;3;Dalla Cerchia dei Navigli alle Mura Spagnole;61;0;73
2008;3;Dalle Mura Spagnole alla Nuova Circonvallazione;355;0;485
2008;3;Dalla Nuova Circonvallazione ai confini del Comune;684;6;958
2008;3;Senza indicazioni;31;0;42
2008;4;Entro la Cerchia dei Navigli;38;0;45
2008;4;Dalla Cerchia dei Navigli alle Mura Spagnole;71;0;90
2008;4;Dalle Mura Spagnole alla Nuova Circonvallazione;308;2;419
2008;4;Dalla Nuova Circonvallazione ai confini del Comune;746;2;1009
2008;4;Senza indicazioni;48;0;67
2008;5;Entro la Cerchia dei Navigli;27;0;28
2008;5;Dalla Cerchia dei Navigli alle Mura Spagnole;60;0;78
2008;5;Dalle Mura Spagnole alla Nuova Circonvallazione;308;2;434
2008;5;Dalla Nuova Circonvallazione ai confini del Comune;707;7;980
2008;5;Senza indicazioni;42;2;54
2008;6;Entro la Cerchia dei Navigli;37;0;48
2008;6;Dalla Cerchia dei Navigli alle Mura Spagnole;63;0;81
2008;6;Dalle Mura Spagnole alla Nuova Circonvallazione;305;1;402
2008;6;Dalla Nuova Circonvallazione ai confini del Comune;753;5;1030
2008;6;Senza indicazioni;47;0;62
2008;7;Entro la Cerchia dei Navigli;29;0;34
2008;7;Dalla Cerchia dei Navigli alle Mura Spagnole;68;0;83
2008;7;Dalle Mura Spagnole alla Nuova Circonvallazione;325;0;422
2008;7;Dalla Nuova Circonvallazione ai confini del Comune;714;4;934
2008;7;Senza indicazioni;42;1;57
2008;8;Entro la Cerchia dei Navigli;6;0;13
2008;8;Dalla Cerchia dei Navigli alle Mura Spagnole;23;1;26
2008;8;Dalle Mura Spagnole alla Nuova Circonvallazione;146;2;188
2008;8;Dalla Nuova Circonvallazione ai confini del Comune;377;1;522
2008;8;Senza indicazioni;23;0;29
2008;9;Entro la Cerchia dei Navigli;35;0;40
2008;9;Dalla Cerchia dei Navigli alle Mura Spagnole;83;0;108
2008;9;Dalle Mura Spagnole alla Nuova Circonvallazione;355;1;472
2008;9;Dalla Nuova Circonvallazione ai confini del Comune;689;6;939
2008;9;Senza indicazioni;36;1;45
2008;10;Entro la Cerchia dei Navigli;38;0;52
2008;10;Dalla Cerchia dei Navigli alle Mura Spagnole;79;0;106
2008;10;Dalle Mura Spagnole alla Nuova Circonvallazione;396;0;546
2008;10;Dalla Nuova Circonvallazione ai confini del Comune;807;7;1029
2008;10;Senza indicazioni;58;0;82
2008;11;Entro la Cerchia dei Navigli;39;0;44
2008;11;Dalla Cerchia dei Navigli alle Mura Spagnole;92;0;111
2008;11;Dalle Mura Spagnole alla Nuova Circonvallazione;362;0;464
2008;11;Dalla Nuova Circonvallazione ai confini del Comune;683;2;904
2008;11;Senza indicazioni;55;0;71
2008;12;Entro la Cerchia dei Navigli;29;0;31
2008;12;Dalla Cerchia dei Navigli alle Mura Spagnole;57;0;73
2008;12;Dalle Mura Spagnole alla Nuova Circonvallazione;280;1;366
2008;12;Dalla Nuova Circonvallazione ai confini del Comune;559;4;760
2008;12;Senza indicazioni;37;1;51
2009;1;Entro la Cerchia dei Navigli;35;0;42
2009;1;Dalla Cerchia dei Navigli alle Mura Spagnole;60;0;78
2009;1;Dalle Mura Spagnole alla Nuova Circonvallazione;224;0;287
2009;1;Dalla Nuova Circonvallazione ai confini del Comune;501;1;696
2009;1;Senza indicazioni;33;0;45
2009;2;Entro la Cerchia dei Navigli;20;0;25
2009;2;Dalla Cerchia dei Navigli alle Mura Spagnole;59;1;70
2009;2;Dalle Mura Spagnole alla Nuova Circonvallazione;246;0;325
2009;2;Dalla Nuova Circonvallazione ai confini del Comune;470;5;634
2009;2;Senza indicazioni;31;0;42
2009;3;Entro la Cerchia dei Navigli;36;0;39
2009;3;Dalla Cerchia dei Navigli alle Mura Spagnole;83;0;102
2009;3;Dalle Mura Spagnole alla Nuova Circonvallazione;321;0;402
2009;3;Dalla Nuova Circonvallazione ai confini del Comune;634;1;863
2009;3;Senza indicazioni;55;1;69
2009;4;Entro la Cerchia dei Navigli;28;0;31
2009;4;Dalla Cerchia dei Navigli alle Mura Spagnole;61;1;83
2009;4;Dalle Mura Spagnole alla Nuova Circonvallazione;300;2;413
2009;4;Dalla Nuova Circonvallazione ai confini del Comune;603;2;813
2009;4;Senza indicazioni;52;1;75
2009;5;Entro la Cerchia dei Navigli;29;0;32
2009;5;Dalla Cerchia dei Navigli alle Mura Spagnole;70;0;94
2009;5;Dalle Mura Spagnole alla Nuova Circonvallazione;372;1;469
2009;5;Dalla Nuova Circonvallazione ai confini del Comune;717;1;929
2009;5;Senza indicazioni;32;0;41
2009;6;Entro la Cerchia dei Navigli;28;0;38
2009;6;Dalla Cerchia dei Navigli alle Mura Spagnole;58;0;71
2009;6;Dalle Mura Spagnole alla Nuova Circonvallazione;341;1;462
2009;6;Dalla Nuova Circonvallazione ai confini del Comune;778;6;1069
2009;6;Senza indicazioni;34;0;46
2009;7;Entro la Cerchia dei Navigli;32;0;35
2009;7;Dalla Cerchia dei Navigli alle Mura Spagnole;80;0;96
2009;7;Dalle Mura Spagnole alla Nuova Circonvallazione;301;2;394
2009;7;Dalla Nuova Circonvallazione ai confini del Comune;702;1;933
2009;7;Senza indicazioni;52;0;68
2009;8;Entro la Cerchia dei Navigli;14;0;15
2009;8;Dalla Cerchia dei Navigli alle Mura Spagnole;30;0;48
2009;8;Dalle Mura Spagnole alla Nuova Circonvallazione;135;2;181
2009;8;Dalla Nuova Circonvallazione ai confini del Comune;380;4;562
2009;8;Senza indicazioni;27;0;32
2009;9;Entro la Cerchia dei Navigli;36;0;43
2009;9;Dalla Cerchia dei Navigli alle Mura Spagnole;73;0;91
2009;9;Dalle Mura Spagnole alla Nuova Circonvallazione;328;1;437
2009;9;Dalla Nuova Circonvallazione ai confini del Comune;647;6;871
2009;9;Senza indicazioni;45;0;66
2009;10;Entro la Cerchia dei Navigli;57;0;74
2009;10;Dalla Cerchia dei Navigli alle Mura Spagnole;84;0;99
2009;10;Dalle Mura Spagnole alla Nuova Circonvallazione;347;0;462
2009;10;Dalla Nuova Circonvallazione ai confini del Comune;732;3;992
2009;10;Senza indicazioni;53;1;75
2009;11;Entro la Cerchia dei Navigli;39;0;47
2009;11;Dalla Cerchia dei Navigli alle Mura Spagnole;87;0;117
2009;11;Dalle Mura Spagnole alla Nuova Circonvallazione;334;1;423
2009;11;Dalla Nuova Circonvallazione ai confini del Comune;646;4;898
2009;11;Senza indicazioni;44;0;63
2009;12;Entro la Cerchia dei Navigli;19;0;21
2009;12;Dalla Cerchia dei Navigli alle Mura Spagnole;55;0;74
2009;12;Dalle Mura Spagnole alla Nuova Circonvallazione;262;2;353
2009;12;Dalla Nuova Circonvallazione ai confini del Comune;542;0;732
2009;12;Senza indicazioni;36;0;50
2010;1;Entro la Cerchia dei Navigli;20;0;27
2010;1;Dalla Cerchia dei Navigli alle Mura Spagnole;60;0;81
2010;1;Dalle Mura Spagnole alla Nuova Circonvallazione;244;1;326
2010;1;Dalla Nuova Circonvallazione ai confini del Comune;466;2;658
2010;1;Senza indicazioni;39;4;46
2010;2;Entro la Cerchia dei Navigli;33;0;42
2010;2;Dalla Cerchia dei Navigli alle Mura Spagnole;49;0;64
2010;2;Dalle Mura Spagnole alla Nuova Circonvallazione;268;3;356
2010;2;Dalla Nuova Circonvallazione ai confini del Comune;458;1;644
2010;2;Senza indicazioni;30;0;40
2010;3;Entro la Cerchia dei Navigli;40;0;49
2010;3;Dalla Cerchia dei Navigli alle Mura Spagnole;56;0;66
2010;3;Dalle Mura Spagnole alla Nuova Circonvallazione;303;1;387
2010;3;Dalla Nuova Circonvallazione ai confini del Comune;651;3;889
2010;3;Senza indicazioni;57;0;80
2010;4;Entro la Cerchia dei Navigli;25;0;34
2010;4;Dalla Cerchia dei Navigli alle Mura Spagnole;72;1;87
2010;4;Dalle Mura Spagnole alla Nuova Circonvallazione;306;0;416
2010;4;Dalla Nuova Circonvallazione ai confini del Comune;662;3;902
2010;4;Senza indicazioni;48;0;70
2010;5;Entro la Cerchia dei Navigli;39;0;44
2010;5;Dalla Cerchia dei Navigli alle Mura Spagnole;71;0;84
2010;5;Dalle Mura Spagnole alla Nuova Circonvallazione;337;2;450
2010;5;Dalla Nuova Circonvallazione ai confini del Comune;654;2;906
2010;5;Senza indicazioni;53;0;68
2010;6;Entro la Cerchia dei Navigli;29;0;32
2010;6;Dalla Cerchia dei Navigli alle Mura Spagnole;69;0;89
2010;6;Dalle Mura Spagnole alla Nuova Circonvallazione;298;1;387
2010;6;Dalla Nuova Circonvallazione ai confini del Comune;684;3;930
2010;6;Senza indicazioni;53;0;76
2010;7;Entro la Cerchia dei Navigli;25;0;31
2010;7;Dalla Cerchia dei Navigli alle Mura Spagnole;60;0;86
2010;7;Dalle Mura Spagnole alla Nuova Circonvallazione;300;1;407
2010;7;Dalla Nuova Circonvallazione ai confini del Comune;655;8;888
2010;7;Senza indicazioni;33;0;38
2010;8;Entro la Cerchia dei Navigli;10;0;11
2010;8;Dalla Cerchia dei Navigli alle Mura Spagnole;13;0;19
2010;8;Dalle Mura Spagnole alla Nuova Circonvallazione;134;2;192
2010;8;Dalla Nuova Circonvallazione ai confini del Comune;346;1;501
2010;8;Senza indicazioni;27;0;40
2010;9;Entro la Cerchia dei Navigli;36;0;43
2010;9;Dalla Cerchia dei Navigli alle Mura Spagnole;56;0;70
2010;9;Dalle Mura Spagnole alla Nuova Circonvallazione;276;0;356
2010;9;Dalla Nuova Circonvallazione ai confini del Comune;603;5;809
2010;9;Senza indicazioni;51;0;69
2010;10;Entro la Cerchia dei Navigli;33;0;40
2010;10;Dalla Cerchia dei Navigli alle Mura Spagnole;77;0;97
2010;10;Dalle Mura Spagnole alla Nuova Circonvallazione;335;1;446
2010;10;Dalla Nuova Circonvallazione ai confini del Comune;655;1;904
2010;10;Senza indicazioni;46;0;64
2010;11;Entro la Cerchia dei Navigli;45;0;56
2010;11;Dalla Cerchia dei Navigli alle Mura Spagnole;87;0;98
2010;11;Dalle Mura Spagnole alla Nuova Circonvallazione;325;1;420
2010;11;Dalla Nuova Circonvallazione ai confini del Comune;566;1;779
2010;11;Senza indicazioni;52;1;76
2010;12;Entro la Cerchia dei Navigli;29;0;37
2010;12;Dalla Cerchia dei Navigli alle Mura Spagnole;51;0;62
2010;12;Dalle Mura Spagnole alla Nuova Circonvallazione;248;1;325
2010;12;Dalla Nuova Circonvallazione ai confini del Comune;518;3;703
2010;12;Senza indicazioni;46;0;69
2011;1;Entro la Cerchia dei Navigli;23;0;28
2011;1;Dalla Cerchia dei Navigli alle Mura Spagnole;41;1;55
2011;1;Dalle Mura Spagnole alla Nuova Circonvallazione;196;1;288
2011;1;Dalla Nuova Circonvallazione ai confini del Comune;407;2;582
2011;1;Senza indicazioni;34;0;45
2011;2;Entro la Cerchia dei Navigli;13;0;14
2011;2;Dalla Cerchia dei Navigli alle Mura Spagnole;46;0;59
2011;2;Dalle Mura Spagnole alla Nuova Circonvallazione;249;0;324
2011;2;Dalla Nuova Circonvallazione ai confini del Comune;479;2;651
2011;2;Senza indicazioni;46;1;70
2011;3;Entro la Cerchia dei Navigli;20;0;20
2011;3;Dalla Cerchia dei Navigli alle Mura Spagnole;65;0;86
2011;3;Dalle Mura Spagnole alla Nuova Circonvallazione;263;2;341
2011;3;Dalla Nuova Circonvallazione ai confini del Comune;552;3;775
2011;3;Senza indicazioni;95;0;129
2011;4;Entro la Cerchia dei Navigli;28;0;35
2011;4;Dalla Cerchia dei Navigli alle Mura Spagnole;56;0;70
2011;4;Dalle Mura Spagnole alla Nuova Circonvallazione;285;0;375
2011;4;Dalla Nuova Circonvallazione ai confini del Comune;493;1;654
2011;4;Senza indicazioni;180;0;236
2011;5;Entro la Cerchia dei Navigli;31;0;33
2011;5;Dalla Cerchia dei Navigli alle Mura Spagnole;52;0;67
2011;5;Dalle Mura Spagnole alla Nuova Circonvallazione;250;1;319
2011;5;Dalla Nuova Circonvallazione ai confini del Comune;497;1;673
2011;5;Senza indicazioni;347;1;459
2011;6;Entro la Cerchia dei Navigli;21;0;26
2011;6;Dalla Cerchia dei Navigli alle Mura Spagnole;45;0;55
2011;6;Dalle Mura Spagnole alla Nuova Circonvallazione;191;0;263
2011;6;Dalla Nuova Circonvallazione ai confini del Comune;379;1;506
2011;6;Senza indicazioni;356;2;475
2011;7;Entro la Cerchia dei Navigli;23;0;27
2011;7;Dalla Cerchia dei Navigli alle Mura Spagnole;45;0;52
2011;7;Dalle Mura Spagnole alla Nuova Circonvallazione;263;0;341
2011;7;Dalla Nuova Circonvallazione ai confini del Comune;570;1;798
2011;7;Senza indicazioni;32;0;40
2011;8;Entro la Cerchia dei Navigli;13;0;14
2011;8;Dalla Cerchia dei Navigli alle Mura Spagnole;17;0;20
2011;8;Dalle Mura Spagnole alla Nuova Circonvallazione;128;0;177
2011;8;Dalla Nuova Circonvallazione ai confini del Comune;317;4;432
2011;8;Senza indicazioni;27;0;31
2011;9;Entro la Cerchia dei Navigli;40;0;42
2011;9;Dalla Cerchia dei Navigli alle Mura Spagnole;75;0;97
2011;9;Dalle Mura Spagnole alla Nuova Circonvallazione;295;1;397
2011;9;Dalla Nuova Circonvallazione ai confini del Comune;683;7;917
2011;9;Senza indicazioni;52;0;67
2011;10;Entro la Cerchia dei Navigli;37;0;41
2011;10;Dalla Cerchia dei Navigli alle Mura Spagnole;65;0;78
2011;10;Dalle Mura Spagnole alla Nuova Circonvallazione;367;2;469
2011;10;Dalla Nuova Circonvallazione ai confini del Comune;676;7;922
2011;10;Senza indicazioni;45;1;61
2011;11;Entro la Cerchia dei Navigli;42;0;52
2011;11;Dalla Cerchia dei Navigli alle Mura Spagnole;83;0;109
2011;11;Dalle Mura Spagnole alla Nuova Circonvallazione;245;1;323
2011;11;Dalla Nuova Circonvallazione ai confini del Comune;553;3;780
2011;11;Senza indicazioni;43;0;68
2011;12;Entro la Cerchia dei Navigli;24;0;27
2011;12;Dalla Cerchia dei Navigli alle Mura Spagnole;58;0;63
2011;12;Dalle Mura Spagnole alla Nuova Circonvallazione;260;1;343
2011;12;Dalla Nuova Circonvallazione ai confini del Comune;526;1;742
2011;12;Senza indicazioni;31;0;35
2012;1;Entro la Cerchia dei Navigli;31;0;35
2012;1;Dalla Cerchia dei Navigli alle Mura Spagnole;68;0;83
2012;1;Dalle Mura Spagnole alla Nuova Circonvallazione;235;0;305
2012;1;Dalla Nuova Circonvallazione ai confini del Comune;506;5;702
2012;1;Senza indicazioni;44;0;70
2012;2;Entro la Cerchia dei Navigli;19;0;23
2012;2;Dalla Cerchia dei Navigli alle Mura Spagnole;36;0;41
2012;2;Dalle Mura Spagnole alla Nuova Circonvallazione;188;1;246
2012;2;Dalla Nuova Circonvallazione ai confini del Comune;427;0;593
2012;2;Senza indicazioni;36;0;47
2012;3;Entro la Cerchia dei Navigli;28;0;34
2012;3;Dalla Cerchia dei Navigli alle Mura Spagnole;67;0;80
2012;3;Dalle Mura Spagnole alla Nuova Circonvallazione;268;0;345
2012;3;Dalla Nuova Circonvallazione ai confini del Comune;554;3;738
2012;3;Senza indicazioni;36;0;41
2012;4;Entro la Cerchia dei Navigli;16;1;17
2012;4;Dalla Cerchia dei Navigli alle Mura Spagnole;34;0;37
2012;4;Dalle Mura Spagnole alla Nuova Circonvallazione;216;2;290
2012;4;Dalla Nuova Circonvallazione ai confini del Comune;503;3;710
2012;4;Senza indicazioni;40;0;63
2012;5;Entro la Cerchia dei Navigli;34;0;42
2012;5;Dalla Cerchia dei Navigli alle Mura Spagnole;73;0;92
2012;5;Dalle Mura Spagnole alla Nuova Circonvallazione;267;1;347
2012;5;Dalla Nuova Circonvallazione ai confini del Comune;635;4;850
2012;5;Senza indicazioni;38;0;53
2012;6;Entro la Cerchia dei Navigli;22;0;26
2012;6;Dalla Cerchia dei Navigli alle Mura Spagnole;55;0;65
2012;6;Dalle Mura Spagnole alla Nuova Circonvallazione;288;2;380
2012;6;Dalla Nuova Circonvallazione ai confini del Comune;571;5;761
2012;6;Senza indicazioni;39;0;50
2012;7;Entro la Cerchia dei Navigli;26;0;27
2012;7;Dalla Cerchia dei Navigli alle Mura Spagnole;56;0;63
2012;7;Dalle Mura Spagnole alla Nuova Circonvallazione;253;0;307
2012;7;Dalla Nuova Circonvallazione ai confini del Comune;530;6;696
2012;7;Senza indicazioni;37;0;48
2012;8;Entro la Cerchia dei Navigli;12;0;14
2012;8;Dalla Cerchia dei Navigli alle Mura Spagnole;18;0;22
2012;8;Dalle Mura Spagnole alla Nuova Circonvallazione;129;0;179
2012;8;Dalla Nuova Circonvallazione ai confini del Comune;326;2;444
2012;8;Senza indicazioni;33;0;60
2012;9;Entro la Cerchia dei Navigli;22;0;23
2012;9;Dalla Cerchia dei Navigli alle Mura Spagnole;49;0;55
2012;9;Dalle Mura Spagnole alla Nuova Circonvallazione;245;1;332
2012;9;Dalla Nuova Circonvallazione ai confini del Comune;504;3;648
2012;9;Senza indicazioni;34;0;53
2012;10;Entro la Cerchia dei Navigli;36;0;43
2012;10;Dalla Cerchia dei Navigli alle Mura Spagnole;65;1;86
2012;10;Dalle Mura Spagnole alla Nuova Circonvallazione;319;2;394
2012;10;Dalla Nuova Circonvallazione ai confini del Comune;626;3;831
2012;10;Senza indicazioni;46;0;65
2012;11;Entro la Cerchia dei Navigli;33;0;44
2012;11;Dalla Cerchia dei Navigli alle Mura Spagnole;58;0;78
2012;11;Dalle Mura Spagnole alla Nuova Circonvallazione;278;2;354
2012;11;Dalla Nuova Circonvallazione ai confini del Comune;587;2;816
2012;11;Senza indicazioni;43;0;57
2012;12;Entro la Cerchia dei Navigli;39;0;42
2012;12;Dalla Cerchia dei Navigli alle Mura Spagnole;61;0;81
2012;12;Dalle Mura Spagnole alla Nuova Circonvallazione;242;0;319
