Anno;Mese;Cerchia;Incidenti;Morti;Feriti
2012;12;Dalla Nuova Circonvallazione ai confini del Comune;418;4;554
2012;12;Senza indicazioni;26;0;32
2013;1;Entro la Cerchia dei Navigli;18;0;20
2013;1;Dalla Cerchia dei Navigli alle Mura Spagnole;38;0;57
2013;1;Dalle Mura Spagnole alla Nuova Circonvallazione;174;0;231
2013;1;Dalla Nuova Circonvallazione ai confini del Comune;435;2;580
2013;1;Senza indicazioni;42;2;55
2013;2;Entro la Cerchia dei Navigli;15;0;19
2013;2;Dalla Cerchia dei Navigli alle Mura Spagnole;32;0;49
2013;2;Dalle Mura Spagnole alla Nuova Circonvallazione;177;0;210
2013;2;Dalla Nuova Circonvallazione ai confini del Comune;404;2;541
2013;2;Senza indicazioni;48;0;61
2013;3;Entro la Cerchia dei Navigli;22;0;26
2013;3;Dalla Cerchia dei Navigli alle Mura Spagnole;34;0;40
2013;3;Dalle Mura Spagnole alla Nuova Circonvallazione;226;0;294
2013;3;Dalla Nuova Circonvallazione ai confini del Comune;432;2;597
2013;3;Senza indicazioni;41;0;54
2013;4;Entro la Cerchia dei Navigli;21;0;29
2013;4;Dalla Cerchia dei Navigli alle Mura Spagnole;44;0;59
2013;4;Dalle Mura Spagnole alla Nuova Circonvallazione;212;2;261
2013;4;Dalla Nuova Circonvallazione ai confini del Comune;463;0;637
2013;4;Senza indicazioni;37;0;42
2013;5;Entro la Cerchia dei Navigli;17;0;19
2013;5;Dalla Cerchia dei Navigli alle Mura Spagnole;67;1;79
2013;5;Dalle Mura Spagnole alla Nuova Circonvallazione;254;0;326
2013;5;Dalla Nuova Circonvallazione ai confini del Comune;515;0;708
2013;5;Senza indicazioni;33;0;36
2013;6;Entro la Cerchia dei Navigli;32;0;36
2013;6;Dalla Cerchia dei Navigli alle Mura Spagnole;62;0;71
2013;6;Dalle Mura Spagnole alla Nuova Circonvallazione;256;0;335
2013;6;Dalla Nuova Circonvallazione ai confini del Comune;572;2;768
2013;6;Senza indicazioni;45;0;57
2013;7;Entro la Cerchia dei Navigli;34;0;42
2013;7;Dalla Cerchia dei Navigli alle Mura Spagnole;52;0;63
2013;7;Dalle Mura Spagnole alla Nuova Circonvallazione;243;0;304
2013;7;Dalla Nuova Circonvallazione ai confini del Comune;508;2;664
2013;7;Senza indicazioni;43;0;47
2013;8;Entro la Cerchia dei Navigli;4;0;5
2013;8;Dalla Cerchia dei Navigli alle Mura Spagnole;17;1;24
2013;8;Dalle Mura Spagnole alla Nuova Circonvallazione;135;0;175
2013;8;Dalla Nuova Circonvallazione ai confini del Comune;293;0;393
2013;8;Senza indicazioni;34;0;49
2013;9;Entro la Cerchia dei Navigli;26;0;29
2013;9;Dalla Cerchia dei Navigli alle Mura Spagnole;59;0;75
2013;9;Dalle Mura Spagnole alla Nuova Circonvallazione;242;1;327
2013;9;Dalla Nuova Circonvallazione ai confini del Comune;493;1;649
2013;9;Senza indicazioni;50;0;62
2013;10;Entro la Cerchia dei Navigli;26;0;28
2013;10;Dalla Cerchia dei Navigli alle Mura Spagnole;69;0;90
2013;10;Dalle Mura Spagnole alla Nuova Circonvallazione;294;0;375
2013;10;Dalla Nuova Circonvallazione ai confini del Comune;554;4;760
2013;10;Senza indicazioni;51;0;68
2013;11;Entro la Cerchia dei Navigli;27;0;34
2013;11;Dalla Cerchia dei Navigli alle Mura Spagnole;54;0;65
2013;11;Dalle Mura Spagnole alla Nuova Circonvallazione;263;1;331
2013;11;Dalla Nuova Circonvallazione ai confini del Comune;461;2;591
2013;11;Senza indicazioni;53;1;71
2013;12;Entro la Cerchia dei Navigli;30;1;41
2013;12;Dalla Cerchia dei Navigli alle Mura Spagnole;40;0;44
2013;12;Dalle Mura Spagnole alla Nuova Circonvallazione;202;0;254
2013;12;Dalla Nuova Circonvallazione ai confini del Comune;456;2;620
2013;12;Senza indicazioni;54;0;74
2014;1;Entro la Cerchia dei Navigli;29;0;33
2014;1;Dalla Cerchia dei Navigli alle Mura Spagnole;38;0;52
2014;1;Dalle Mura Spagnole alla Nuova Circonvallazione;174;1;221
2014;1;Dalla Nuova Circonvallazione ai confini del Comune;341;1;454
2014;1;Senza indicazioni;54;0;76
2014;2;Entro la Cerchia dei Navigli;27;0;30
2014;2;Dalla Cerchia dei Navigli alle Mura Spagnole;43;0;51
2014;2;Dalle Mura Spagnole alla Nuova Circonvallazione;173;0;236
2014;2;Dalla Nuova Circonvallazione ai confini del Comune;414;2;549
2014;2;Senza indicazioni;27;0;33
2014;3;Entro la Cerchia dei Navigli;18;0;20
2014;3;Dalla Cerchia dei Navigli alle Mura Spagnole;52;0;65
2014;3;Dalle Mura Spagnole alla Nuova Circonvallazione;235;0;300
2014;3;Dalla Nuova Circonvallazione ai confini del Comune;417;2;551
2014;3;Senza indicazioni;37;0;43
2014;4;Entro la Cerchia dei Navigli;20;0;25
2014;4;Dalla Cerchia dei Navigli alle Mura Spagnole;54;0;65
2014;4;Dalle Mura Spagnole alla Nuova Circonvallazione;246;0;303
2014;4;Dalla Nuova Circonvallazione ai confini del Comune;460;4;613
2014;4;Senza indicazioni;57;0;74
2014;5;Entro la Cerchia dei Navigli;35;0;39
2014;5;Dalla Cerchia dei Navigli alle Mura Spagnole;58;0;69
2014;5;Dalle Mura Spagnole alla Nuova Circonvallazione;247;1;302
2014;5;Dalla Nuova Circonvallazione ai confini del Comune;509;5;640
2014;5;Senza indicazioni;37;0;45
2014;6;Entro la Cerchia dei Navigli;17;0;17
2014;6;Dalla Cerchia dei Navigli alle Mura Spagnole;60;0;73
2014;6;Dalle Mura Spagnole alla Nuova Circonvallazione;228;0;296
2014;6;Dalla Nuova Circonvallazione ai confini del Comune;478;5;641
2014;6;Senza indicazioni;41;1;52
2014;7;Entro la Cerchia dei Navigli;23;0;24
2014;7;Dalla Cerchia dei Navigli alle Mura Spagnole;49;0;61
2014;7;Dalle Mura Spagnole alla Nuova Circonvallazione;226;2;284
2014;7;Dalla Nuova Circonvallazione ai confini del Comune;425;4;579
2014;7;Senza indicazioni;46;0;68
2014;8;Entro la Cerchia dei Navigli;1;0;1
2014;8;Dalla Cerchia dei Navigli alle Mura Spagnole;14;0;18
2014;8;Dalle Mura Spagnole alla Nuova Circonvallazione;94;0;127
2014;8;Dalla Nuova Circonvallazione ai confini del Comune;244;0;333
2014;8;Senza indicazioni;23;1;31
2014;9;Entro la Cerchia dei Navigli;15;0;19
2014;9;Dalla Cerchia dei Navigli alle Mura Spagnole;39;0;50
2014;9;Dalle Mura Spagnole alla Nuova Circonvallazione;227;0;302
2014;9;Dalla Nuova Circonvallazione ai confini del Comune;449;2;577
2014;9;Senza indicazioni;55;1;73
2014;10;Entro la Cerchia dei Navigli;28;0;31
2014;10;Dalla Cerchia dei Navigli alle Mura Spagnole;54;2;75
2014;10;Dalle Mura Spagnole alla Nuova Circonvallazione;234;1;298
2014;10;Dalla Nuova Circonvallazione ai confini del Comune;483;0;646
2014;10;Senza indicazioni;76;0;93
2014;11;Entro la Cerchia dei Navigli;14;0;15
2014;11;Dalla Cerchia dei Navigli alle Mura Spagnole;42;0;49
2014;11;Dalle Mura Spagnole alla Nuova Circonvallazione;208;1;268
2014;11;Dalla Nuova Circonvallazione ai confini del Comune;360;1;464
2014;11;Senza indicazioni;106;0;149
2014;12;Entro la Cerchia dei Navigli;15;0;21
2014;12;Dalla Cerchia dei Navigli alle Mura Spagnole;35;1;46
2014;12;Dalle Mura Spagnole alla Nuova Circonvallazione;179;0;229
2014;12;Dalla Nuova Circonvallazione ai confini del Comune;336;1;437
2014;12;Senza indicazioni;114;0;155
2015;1;Entro la Cerchia dei Navigli;10;0;10
2015;1;Dalla Cerchia dei Navigli alle Mura Spagnole;27;0;30
2015;1;Dalle Mura Spagnole alla Nuova Circonvallazione;152;0;190
2015;1;Dalla Nuova Circonvallazione ai confini del Comune;302;1;402
2015;1;Senza indicazioni;161;1;213
2015;2;Entro la Cerchia dei Navigli;6;0;8
2015;2;Dalla Cerchia dei Navigli alle Mura Spagnole;11;0;14
2015;2;Dalle Mura Spagnole alla Nuova Circonvallazione;64;0;80
2015;2;Dalla Nuova Circonvallazione ai confini del Comune;135;4;173
2015;2;Senza indicazioni;415;2;536
2015;3;Entro la Cerchia dei Navigli;26;0;34
2015;3;Dalla Cerchia dei Navigli alle Mura Spagnole;48;0;61
2015;3;Dalle Mura Spagnole alla Nuova Circonvallazione;208;2;293
2015;3;Dalla Nuova Circonvallazione ai confini del Comune;406;3;521
2015;3;Senza indicazioni;36;0;58
2015;4;Entro la Cerchia dei Navigli;22;0;22
2015;4;Dalla Cerchia dei Navigli alle Mura Spagnole;50;0;65
2015;4;Dalle Mura Spagnole alla Nuova Circonvallazione;219;0;281
2015;4;Dalla Nuova Circonvallazione ai confini del Comune;440;2;586
2015;4;Senza indicazioni;32;0;47
2015;5;Entro la Cerchia dei Navigli;25;0;27
2015;5;Dalla Cerchia dei Navigli alle Mura Spagnole;51;0;75
2015;5;Dalle Mura Spagnole alla Nuova Circonvallazione;250;4;324
2015;5;Dalla Nuova Circonvallazione ai confini del Comune;452;0;618
2015;5;Senza indicazioni;48;1;54
2015;6;Entro la Cerchia dei Navigli;16;0;21
2015;6;Dalla Cerchia dei Navigli alle Mura Spagnole;44;0;55
2015;6;Dalle Mura Spagnole alla Nuova Circonvallazione;233;2;303
2015;6;Dalla Nuova Circonvallazione ai confini del Comune;462;5;610
2015;6;Senza indicazioni;37;0;51
2015;7;Entro la Cerchia dei Navigli;23;0;26
2015;7;Dalla Cerchia dei Navigli alle Mura Spagnole;45;0;58
2015;7;Dalle Mura Spagnole alla Nuova Circonvallazione;220;0;288
2015;7;Dalla Nuova Circonvallazione ai confini del Comune;473;2;601
2015;7;Senza indicazioni;47;0;66
2015;8;Entro la Cerchia dei Navigli;12;0;14
2015;8;Dalla Cerchia dei Navigli alle Mura Spagnole;17;0;20
2015;8;Dalle Mura Spagnole alla Nuova Circonvallazione;89;0;117
2015;8;Dalla Nuova Circonvallazione ai confini del Comune;248;2;333
2015;8;Senza indicazioni;19;1;22
2015;9;Entro la Cerchia dei Navigli;15;0;24
2015;9;Dalla Cerchia dei Navigli alle Mura Spagnole;54;1;68
2015;9;Dalle Mura Spagnole alla Nuova Circonvallazione;194;0;252
2015;9;Dalla Nuova Circonvallazione ai confini del Comune;452;2;589
2015;9;Senza indicazioni;49;0;59
2015;10;Entro la Cerchia dei Navigli;21;0;26
2015;10;Dalla Cerchia dei Navigli alle Mura Spagnole;52;1;68
2015;10;Dalle Mura Spagnole alla Nuova Circonvallazione;244;0;326
2015;10;Dalla Nuova Circonvallazione ai confini del Comune;524;5;700
2015;10;Senza indicazioni;40;0;49
2015;11;Entro la Cerchia dei Navigli;26;0;27
2015;11;Dalla Cerchia dei Navigli alle Mura Spagnole;56;0;72
2015;11;Dalle Mura Spagnole alla Nuova Circonvallazione;216;0;275
2015;11;Dalla Nuova Circonvallazione ai confini del Comune;452;3;583
2015;11;Senza indicazioni;26;0;31
2015;12;Entro la Cerchia dei Navigli;23;0;28
2015;12;Dalla Cerchia dei Navigli alle Mura Spagnole;51;0;56
2015;12;Dalle Mura Spagnole alla Nuova Circonvallazione;177;0;232
2015;12;Dalla Nuova Circonvallazione ai confini del Comune;346;4;463
2015;12;Senza indicazioni;28;1;36
2016;1;Entro la Cerchia dei Navigli;17;0;19
2016;1;Dalla Cerchia dei Navigli alle Mura Spagnole;35;0;37
2016;1;Dalle Mura Spagnole alla Nuova Circonvallazione;181;1;245
2016;1;Dalla Nuova Circonvallazione ai confini del Comune;371;6;503
2016;1;Senza indicazioni;33;0;40
2016;2;Entro la Cerchia dei Navigli;15;0;20
2016;2;Dalla Cerchia dei Navigli alle Mura Spagnole;61;0;81
2016;2;Dalle Mura Spagnole alla Nuova Circonvallazione;190;0;270
2016;2;Dalla Nuova Circonvallazione ai confini del Comune;392;1;526
2016;2;Senza indicazioni;48;0;73
2016;3;Entro la Cerchia dei Navigli;16;0;19
2016;3;Dalla Cerchia dei Navigli alle Mura Spagnole;41;0;55
2016;3;Dalle Mura Spagnole alla Nuova Circonvallazione;240;0;347
2016;3;Dalla Nuova Circonvallazione ai confini del Comune;396;2;545
2016;3;Senza indicazioni;35;0;45
2016;4;Entro la Cerchia dei Navigli;20;0;26
2016;4;Dalla Cerchia dei Navigli alle Mura Spagnole;49;0;61
2016;4;Dalle Mura Spagnole alla Nuova Circonvallazione;222;0;284
2016;4;Dalla Nuova Circonvallazione ai confini del Comune;491;2;649
2016;4;Senza indicazioni;39;0;53
2016;5;Entro la Cerchia dei Navigli;12;0;14
2016;5;Dalla Cerchia dei Navigli alle Mura Spagnole;43;0;54
2016;5;Dalle Mura Spagnole alla Nuova Circonvallazione;255;0;347
2016;5;Dalla Nuova Circonvallazione ai confini del Comune;520;2;710
2016;5;Senza indicazioni;36;0;43
2016;6;Entro la Cerchia dei Navigli;14;0;15
2016;6;Dalla Cerchia dei Navigli alle Mura Spagnole;59;1;71
2016;6;Dalle Mura Spagnole alla Nuova Circonvallazione;200;1;255
2016;6;Dalla Nuova Circonvallazione ai confini del Comune;448;3;593
2016;6;Senza indicazioni;46;0;53
2016;7;Entro la Cerchia dei Navigli;18;0;20
2016;7;Dalla Cerchia dei Navigli alle Mura Spagnole;51;0;67
2016;7;Dalle Mura Spagnole alla Nuova Circonvallazione;202;0;263
2016;7;Dalla Nuova Circonvallazione ai confini del Comune;467;2;626
2016;7;Senza indicazioni;32;2;38
2016;8;Entro la Cerchia dei Navigli;11;0;12
2016;8;Dalla Cerchia dei Navigli alle Mura Spagnole;15;0;19
2016;8;Dalle Mura Spagnole alla Nuova Circonvallazione;120;0;157
2016;8;Dalla Nuova Circonvallazione ai confini del Comune;265;1;371
2016;8;Senza indicazioni;18;0;26
2016;9;Entro la Cerchia dei Navigli;16;0;17
2016;9;Dalla Cerchia dei Navigli alle Mura Spagnole;48;0;64
2016;9;Dalle Mura Spagnole alla Nuova Circonvallazione;213;0;271
2016;9;Dalla Nuova Circonvallazione ai confini del Comune;452;4;621
2016;9;Senza indicazioni;45;1;54
2016;10;Entro la Cerchia dei Navigli;23;0;27
2016;10;Dalla Cerchia dei Navigli alle Mura Spagnole;50;0;60
2016;10;Dalle Mura Spagnole alla Nuova Circonvallazione;248;2;306
2016;10;Dalla Nuova Circonvallazione ai confini del Comune;501;1;638
2016;10;Senza indicazioni;51;0;80
2016;11;Entro la Cerchia dei Navigli;14;0;15
2016;11;Dalla Cerchia dei Navigli alle Mura Spagnole;50;0;63
2016;11;Dalle Mura Spagnole alla Nuova Circonvallazione;240;2;320
2016;11;Dalla Nuova Circonvallazione ai confini del Comune;456;6;601
2016;11;Senza indicazioni;59;0;81
2016;12;Entro la Cerchia dei Navigli;16;0;18
2016;12;Dalla Cerchia dei Navigli alle Mura Spagnole;39;0;49
2016;12;Dalle Mura Spagnole alla Nuova Circonvallazione;166;2;221
2016;12;Dalla Nuova Circonvallazione ai confini del Comune;321;3;412
2016;12;Senza indicazioni;38;0;51
2017;1;Entro la Cerchia dei Navigli;12;0;12
2017;1;Dalla Cerchia dei Navigli alle Mura Spagnole;25;0;29
2017;1;Dalle Mura Spagnole alla Nuova Circonvallazione;157;0;203
2017;1;Dalla Nuova Circonvallazione ai confini del Comune;330;2;437
2017;1;Senza indicazioni;38;1;44
2017;2;Entro la Cerchia dei Navigli;20;0;27
2017;2;Dalla Cerchia dei Navigli alle Mura Spagnole;45;0;57
2017;2;Dalle Mura Spagnole alla Nuova Circonvallazione;178;0;214
2017;2;Dalla Nuova Circonvallazione ai confini del Comune;323;3;452
2017;2;Senza indicazioni;31;1;38
2017;3;Entro la Cerchia dei Navigli;18;0;21
2017;3;Dalla Cerchia dei Navigli alle Mura Spagnole;39;0;46
2017;3;Dalle Mura Spagnole alla Nuova Circonvallazione;234;0;307
2017;3;Dalla Nuova Circonvallazione ai confini del Comune;455;2;584
2017;3;Senza indicazioni;42;1;58
2017;4;Entro la Cerchia dei Navigli;21;0;23
2017;4;Dalla Cerchia dei Navigli alle Mura Spagnole;39;0;50
2017;4;Dalle Mura Spagnole alla Nuova Circonvallazione;213;0;284
2017;4;Dalla Nuova Circonvallazione ai confini del Comune;400;4;543
2017;4;Senza indicazioni;44;0;54
2017;5;Entro la Cerchia dei Navigli;25;0;27
2017;5;Dalla Cerchia dei Navigli alle Mura Spagnole;51;0;60
2017;5;Dalle Mura Spagnole alla Nuova Circonvallazione;235;0;299
2017;5;Dalla Nuova Circonvallazione ai confini del Comune;452;3;600
2017;5;Senza indicazioni;31;1;40
2017;6;Entro la Cerchia dei Navigli;17;0;19
2017;6;Dalla Cerchia dei Navigli alle Mura Spagnole;43;0;51
2017;6;Dalle Mura Spagnole alla Nuova Circonvallazione;230;0;286
2017;6;Dalla Nuova Circonvallazione ai confini del Comune;447;1;589
2017;6;Senza indicazioni;22;0;26
2017;7;Entro la Cerchia dei Navigli;22;0;28
2017;7;Dalla Cerchia dei Navigli alle Mura Spagnole;37;0;51
2017;7;Dalle Mura Spagnole alla Nuova Circonvallazione;193;0;247
2017;7;Dalla Nuova Circonvallazione ai confini del Comune;390;6;505
2017;7;Senza indicazioni;49;1;67
2017;8;Entro la Cerchia dei Navigli;9;0;9
2017;8;Dalla Cerchia dei Navigli alle Mura Spagnole;18;0;19
2017;8;Dalle Mura Spagnole alla Nuova Circonvallazione;124;0;167
2017;8;Dalla Nuova Circonvallazione ai confini del Comune;250;1;337
2017;8;Senza indicazioni;27;1;33
2017;9;Entro la Cerchia dei Navigli;21;0;26
2017;9;Dalla Cerchia dei Navigli alle Mura Spagnole;44;0;56
2017;9;Dalle Mura Spagnole alla Nuova Circonvallazione;227;2;289
2017;9;Dalla Nuova Circonvallazione ai confini del Comune;417;3;562
2017;9;Senza indicazioni;37;0;45
2017;10;Entro la Cerchia dei Navigli;20;0;23
2017;10;Dalla Cerchia dei Navigli alle Mura Spagnole;48;0;56
2017;10;Dalle Mura Spagnole alla Nuova Circonvallazione;219;0;273
2017;10;Dalla Nuova Circonvallazione ai confini del Comune;470;2;631
2017;10;Senza indicazioni;33;0;46
2017;11;Entro la Cerchia dei Navigli;22;0;24
2017;11;Dalla Cerchia dei Navigli alle Mura Spagnole;43;0;53
2017;11;Dalle Mura Spagnole alla Nuova Circonvallazione;238;0;304
2017;11;Dalla Nuova Circonvallazione ai confini del Comune;431;2;560
2017;11;Senza indicazioni;39;1;47
2017;12;Entro la Cerchia dei Navigli;18;0;18
2017;12;Dalla Cerchia dei Navigli alle Mura Spagnole;44;0;53
2017;12;Dalle Mura Spagnole alla Nuova Circonvallazione;198;2;251
2017;12;Dalla Nuova Circonvallazione ai confini del Comune;357;7;444
2017;12;Senza indicazioni;35;0;44
2018;1;Entro la Cerchia dei Navigli;17;0;21
2018;1;Dalla Cerchia dei Navigli alle Mura Spagnole;35;0;46
2018;1;Dalle Mura Spagnole alla Nuova Circonvallazione;178;2;224
2018;1;Dalla Nuova Circonvallazione ai confini del Comune;369;6;493
2018;1;Senza indicazioni;36;0;53
2018;2;Entro la Cerchia dei Navigli;10;0;12
2018;2;Dalla Cerchia dei Navigli alle Mura Spagnole;35;1;42
2018;2;Dalle Mura Spagnole alla Nuova Circonvallazione;192;1;241
2018;2;Dalla Nuova Circonvallazione ai confini del Comune;338;0;457
2018;2;Senza indicazioni;52;1;67
2018;3;Entro la Cerchia dei Navigli;15;0;15
2018;3;Dalla Cerchia dei Navigli alle Mura Spagnole;40;1;55
2018;3;Dalle Mura Spagnole alla Nuova Circonvallazione;200;0;260
2018;3;Dalla Nuova Circonvallazione ai confini del Comune;366;1;474
2018;3;Senza indicazioni;32;0;38
2018;4;Entro la Cerchia dei Navigli;17;0;22
2018;4;Dalla Cerchia dei Navigli alle Mura Spagnole;46;1;51
2018;4;Dalle Mura Spagnole alla Nuova Circonvallazione;186;0;240
2018;4;Dalla Nuova Circonvallazione ai confini del Comune;394;1;548
2018;4;Senza indicazioni;32;0;47
2018;5;Entro la Cerchia dei Navigli;17;0;19
2018;5;Dalla Cerchia dei Navigli alle Mura Spagnole;43;0;45
2018;5;Dalle Mura Spagnole alla Nuova Circonvallazione;229;0;298
2018;5;Dalla Nuova Circonvallazione ai confini del Comune;473;4;622
2018;5;Senza indicazioni;39;0;52
2018;6;Entro la Cerchia dei Navigli;18;0;19
2018;6;Dalla Cerchia dei Navigli alle Mura Spagnole;44;0;55
2018;6;Dalle Mura Spagnole alla Nuova Circonvallazione;225;1;270
2018;6;Dalla Nuova Circonvallazione ai confini del Comune;484;1;619
2018;6;Senza indicazioni;23;0;26
2018;7;Entro la Cerchia dei Navigli;15;0;23
2018;7;Dalla Cerchia dei Navigli alle Mura Spagnole;31;0;39
2018;7;Dalle Mura Spagnole alla Nuova Circonvallazione;203;1;282
2018;7;Dalla Nuova Circonvallazione ai confini del Comune;388;1;541
2018;7;Senza indicazioni;30;0;44
2018;8;Entro la Cerchia dei Navigli;8;0;9
2018;8;Dalla Cerchia dei Navigli alle Mura Spagnole;12;0;16
2018;8;Dalle Mura Spagnole alla Nuova Circonvallazione;104;0;128
2018;8;Dalla Nuova Circonvallazione ai confini del Comune;222;2;285
2018;8;Senza indicazioni;23;0;37
2018;9;Entro la Cerchia dei Navigli;27;0;30
2018;9;Dalla Cerchia dei Navigli alle Mura Spagnole;38;0;45
2018;9;Dalle Mura Spagnole alla Nuova Circonvallazione;221;2;280
2018;9;Dalla Nuova Circonvallazione ai confini del Comune;433;4;579
2018;9;Senza indicazioni;39;1;57
2018;10;Entro la Cerchia dei Navigli;21;0;21
2018;10;Dalla Cerchia dei Navigli alle Mura Spagnole;51;0;64
2018;10;Dalle Mura Spagnole alla Nuova Circonvallazione;254;1;323
2018;10;Dalla Nuova Circonvallazione ai confini del Comune;475;5;603
2018;10;Senza indicazioni;36;1;48
2018;11;Entro la Cerchia dei Navigli;26;0;30
2018;11;Dalla Cerchia dei Navigli alle Mura Spagnole;39;0;45
2018;11;Dalle Mura Spagnole alla Nuova Circonvallazione;253;0;311
2018;11;Dalla Nuova Circonvallazione ai confini del Comune;434;3;538
2018;11;Senza indicazioni;30;0;44
2018;12;Entro la Cerchia dei Navigli;14;0;23
2018;12;Dalla Cerchia dei Navigli alle Mura Spagnole;47;0;59
2018;12;Dalle Mura Spagnole alla Nuova Circonvallazione;199;1;240
2018;12;Dalla Nuova Circonvallazione ai confini del Comune;373;3;506
2018;12;Senza indicazioni;23;0;28
